iso,year,metric,hazard,value,type
ARG,2008,events,flood,1,event_count
ARG,2008,events,drought,0,event_count
ARG,2008,events,hurricane,0,event_count
ARG,2008,deaths,flood,0,fatalities
ARG,2008,deaths,drought,0,fatalities
ARG,2008,deaths,hurricane,0,fatalities
ARG,2008,deaths,total,0,fatalities
ARG,2008,deaths,per_event,0,fatalities
ARG,2008,affected,flood,85000,affected_pop
ARG,2008,affected,drought,0,affected_pop
ARG,2008,affected,hurricane,0,affected_pop
ARG,2008,affected,total,85000,affected_pop
ARG,2008,affected,per_event,85000,affected_pop
ARG,2008,int_disp,flood,635,internal_displacements
ARG,2008,int_disp,hurricane,0,internal_displacements
ARG,2008,int_disp,drought,0,internal_displacements
ARG,2008,int_disp,total_pc100k,1.5708432494359559,internal_displacements
BOL,2008,events,flood,0,event_count
BOL,2008,events,drought,1,event_count
BOL,2008,events,hurricane,0,event_count
BOL,2008,deaths,flood,0,fatalities
BOL,2008,deaths,drought,0,fatalities
BOL,2008,deaths,hurricane,0,fatalities
BOL,2008,deaths,total,0,fatalities
BOL,2008,deaths,per_event,0,fatalities
BOL,2008,affected,flood,0,affected_pop
BOL,2008,affected,drought,27500,affected_pop
BOL,2008,affected,hurricane,0,affected_pop
BOL,2008,affected,total,27500,affected_pop
BOL,2008,affected,per_event,27500,affected_pop
BOL,2008,int_disp,flood,0,internal_displacements
BOL,2008,int_disp,hurricane,0,internal_displacements
BOL,2008,int_disp,drought,0,internal_displacements
BOL,2008,int_disp,total_pc100k,0,internal_displacements
BRA,2008,events,flood,4,event_count
BRA,2008,events,drought,0,event_count
BRA,2008,events,hurricane,0,event_count
BRA,2008,deaths,flood,200,fatalities
BRA,2008,deaths,drought,0,fatalities
BRA,2008,deaths,hurricane,0,fatalities
BRA,2008,deaths,total,200,fatalities
BRA,2008,deaths,per_event,50,fatalities
BRA,2008,affected,flood,1750929,affected_pop
BRA,2008,affected,drought,0,affected_pop
BRA,2008,affected,hurricane,0,affected_pop
BRA,2008,affected,total,1750929,affected_pop
BRA,2008,affected,per_event,437732.25,affected_pop
BRA,2008,int_disp,flood,284435,internal_displacements
BRA,2008,int_disp,hurricane,25000,internal_displacements
BRA,2008,int_disp,drought,0,internal_displacements
BRA,2008,int_disp,total_pc100k,162.5462969475714,internal_displacements
CHL,2008,events,flood,2,event_count
CHL,2008,events,drought,0,event_count
CHL,2008,events,hurricane,0,event_count
CHL,2008,deaths,flood,9,fatalities
CHL,2008,deaths,drought,0,fatalities
CHL,2008,deaths,hurricane,0,fatalities
CHL,2008,deaths,total,9,fatalities
CHL,2008,deaths,per_event,4.5,fatalities
CHL,2008,affected,flood,121755,affected_pop
CHL,2008,affected,drought,0,affected_pop
CHL,2008,affected,hurricane,0,affected_pop
CHL,2008,affected,total,121755,affected_pop
CHL,2008,affected,per_event,60877.5,affected_pop
CHL,2008,int_disp,flood,35000,internal_displacements
CHL,2008,int_disp,hurricane,0,internal_displacements
CHL,2008,int_disp,drought,0,internal_displacements
CHL,2008,int_disp,total_pc100k,207.850970616524,internal_displacements
COL,2008,events,flood,2,event_count
COL,2008,events,drought,0,event_count
COL,2008,events,hurricane,0,event_count
COL,2008,deaths,flood,87,fatalities
COL,2008,deaths,drought,0,fatalities
COL,2008,deaths,hurricane,0,fatalities
COL,2008,deaths,total,87,fatalities
COL,2008,deaths,per_event,43.5,fatalities
COL,2008,affected,flood,1200000,affected_pop
COL,2008,affected,drought,0,affected_pop
COL,2008,affected,hurricane,0,affected_pop
COL,2008,affected,total,1200000,affected_pop
COL,2008,affected,per_event,600000,affected_pop
COL,2008,int_disp,flood,30100,internal_displacements
COL,2008,int_disp,hurricane,0,internal_displacements
COL,2008,int_disp,drought,0,internal_displacements
COL,2008,int_disp,total_pc100k,68.78615157890042,internal_displacements
ECU,2008,events,flood,1,event_count
ECU,2008,events,drought,0,event_count
ECU,2008,events,hurricane,0,event_count
ECU,2008,deaths,flood,41,fatalities
ECU,2008,deaths,drought,0,fatalities
ECU,2008,deaths,hurricane,0,fatalities
ECU,2008,deaths,total,41,fatalities
ECU,2008,deaths,per_event,41,fatalities
ECU,2008,affected,flood,275000,affected_pop
ECU,2008,affected,drought,0,affected_pop
ECU,2008,affected,hurricane,0,affected_pop
ECU,2008,affected,total,275000,affected_pop
ECU,2008,affected,per_event,275000,affected_pop
ECU,2008,int_disp,flood,13871,internal_displacements
ECU,2008,int_disp,hurricane,0,internal_displacements
ECU,2008,int_disp,drought,0,internal_displacements
ECU,2008,int_disp,total_pc100k,95.1684923474817,internal_displacements
GUY,2008,events,flood,1,event_count
GUY,2008,events,drought,0,event_count
GUY,2008,events,hurricane,0,event_count
GUY,2008,deaths,flood,0,fatalities
GUY,2008,deaths,drought,0,fatalities
GUY,2008,deaths,hurricane,0,fatalities
GUY,2008,deaths,total,0,fatalities
GUY,2008,deaths,per_event,0,fatalities
GUY,2008,affected,flood,100000,affected_pop
GUY,2008,affected,drought,0,affected_pop
GUY,2008,affected,hurricane,0,affected_pop
GUY,2008,affected,total,100000,affected_pop
GUY,2008,affected,per_event,100000,affected_pop
GUY,2008,int_disp,flood,0,internal_displacements
GUY,2008,int_disp,hurricane,0,internal_displacements
GUY,2008,int_disp,drought,0,internal_displacements
GUY,2008,int_disp,total_pc100k,0,internal_displacements
PRY,2008,events,flood,0,event_count
PRY,2008,events,drought,1,event_count
PRY,2008,events,hurricane,0,event_count
PRY,2008,deaths,flood,0,fatalities
PRY,2008,deaths,drought,4,fatalities
PRY,2008,deaths,hurricane,0,fatalities
PRY,2008,deaths,total,4,fatalities
PRY,2008,deaths,per_event,4,fatalities
PRY,2008,affected,flood,0,affected_pop
PRY,2008,affected,drought,18000,affected_pop
PRY,2008,affected,hurricane,0,affected_pop
PRY,2008,affected,total,18000,affected_pop
PRY,2008,affected,per_event,18000,affected_pop
PRY,2008,int_disp,flood,0,internal_displacements
PRY,2008,int_disp,hurricane,60,internal_displacements
PRY,2008,int_disp,drought,0,internal_displacements
PRY,2008,int_disp,total_pc100k,1.068837784983328,internal_displacements
PER,2008,events,flood,1,event_count
PER,2008,events,drought,0,event_count
PER,2008,events,hurricane,0,event_count
PER,2008,deaths,flood,40,fatalities
PER,2008,deaths,drought,0,fatalities
PER,2008,deaths,hurricane,0,fatalities
PER,2008,deaths,total,40,fatalities
PER,2008,deaths,per_event,40,fatalities
PER,2008,affected,flood,450000,affected_pop
PER,2008,affected,drought,0,affected_pop
PER,2008,affected,hurricane,0,affected_pop
PER,2008,affected,total,450000,affected_pop
PER,2008,affected,per_event,450000,affected_pop
PER,2008,int_disp,flood,45000,internal_displacements
PER,2008,int_disp,hurricane,0,internal_displacements
PER,2008,int_disp,drought,0,internal_displacements
PER,2008,int_disp,total_pc100k,156.69046887742525,internal_displacements
SUR,2008,events,flood,1,event_count
SUR,2008,events,drought,0,event_count
SUR,2008,events,hurricane,0,event_count
SUR,2008,deaths,flood,2,fatalities
SUR,2008,deaths,drought,0,fatalities
SUR,2008,deaths,hurricane,0,fatalities
SUR,2008,deaths,total,2,fatalities
SUR,2008,deaths,per_event,2,fatalities
SUR,2008,affected,flood,6548,affected_pop
SUR,2008,affected,drought,0,affected_pop
SUR,2008,affected,hurricane,0,affected_pop
SUR,2008,affected,total,6548,affected_pop
SUR,2008,affected,per_event,6548,affected_pop
SUR,2008,int_disp,flood,0,internal_displacements
SUR,2008,int_disp,hurricane,0,internal_displacements
SUR,2008,int_disp,drought,0,internal_displacements
SUR,2008,int_disp,total_pc100k,0,internal_displacements
URY,2008,events,flood,0,event_count
URY,2008,events,drought,0,event_count
URY,2008,events,hurricane,0,event_count
URY,2008,deaths,flood,0,fatalities
URY,2008,deaths,drought,0,fatalities
URY,2008,deaths,hurricane,0,fatalities
URY,2008,deaths,total,0,fatalities
URY,2008,deaths,per_event,NA,fatalities
URY,2008,affected,flood,0,affected_pop
URY,2008,affected,drought,0,affected_pop
URY,2008,affected,hurricane,0,affected_pop
URY,2008,affected,total,0,affected_pop
URY,2008,affected,per_event,NA,affected_pop
URY,2008,int_disp,flood,0,internal_displacements
URY,2008,int_disp,hurricane,0,internal_displacements
URY,2008,int_disp,drought,0,internal_displacements
URY,2008,int_disp,total_pc100k,0,internal_displacements
VEN,2008,events,flood,1,event_count
VEN,2008,events,drought,0,event_count
VEN,2008,events,hurricane,0,event_count
VEN,2008,deaths,flood,8,fatalities
VEN,2008,deaths,drought,0,fatalities
VEN,2008,deaths,hurricane,0,fatalities
VEN,2008,deaths,total,8,fatalities
VEN,2008,deaths,per_event,8,fatalities
VEN,2008,affected,flood,1500,affected_pop
VEN,2008,affected,drought,0,affected_pop
VEN,2008,affected,hurricane,0,affected_pop
VEN,2008,affected,total,1500,affected_pop
VEN,2008,affected,per_event,1500,affected_pop
VEN,2008,int_disp,flood,4695,internal_displacements
VEN,2008,int_disp,hurricane,0,internal_displacements
VEN,2008,int_disp,drought,0,internal_displacements
VEN,2008,int_disp,total_pc100k,16.735762731584458,internal_displacements
BLZ,2008,events,flood,1,event_count
BLZ,2008,events,drought,0,event_count
BLZ,2008,events,hurricane,1,event_count
BLZ,2008,deaths,flood,1,fatalities
BLZ,2008,deaths,drought,0,fatalities
BLZ,2008,deaths,hurricane,7,fatalities
BLZ,2008,deaths,total,8,fatalities
BLZ,2008,deaths,per_event,4,fatalities
BLZ,2008,affected,flood,38000,affected_pop
BLZ,2008,affected,drought,0,affected_pop
BLZ,2008,affected,hurricane,10000,affected_pop
BLZ,2008,affected,total,48000,affected_pop
BLZ,2008,affected,per_event,24000,affected_pop
BLZ,2008,int_disp,flood,400,internal_displacements
BLZ,2008,int_disp,hurricane,0,internal_displacements
BLZ,2008,int_disp,drought,0,internal_displacements
BLZ,2008,int_disp,total_pc100k,131.42288269522047,internal_displacements
CRI,2008,events,flood,3,event_count
CRI,2008,events,drought,0,event_count
CRI,2008,events,hurricane,1,event_count
CRI,2008,deaths,flood,7,fatalities
CRI,2008,deaths,drought,0,fatalities
CRI,2008,deaths,hurricane,4,fatalities
CRI,2008,deaths,total,11,fatalities
CRI,2008,deaths,per_event,2.75,fatalities
CRI,2008,affected,flood,154498,affected_pop
CRI,2008,affected,drought,0,affected_pop
CRI,2008,affected,hurricane,55000,affected_pop
CRI,2008,affected,total,209498,affected_pop
CRI,2008,affected,per_event,52374.5,affected_pop
CRI,2008,int_disp,flood,12159,internal_displacements
CRI,2008,int_disp,hurricane,0,internal_displacements
CRI,2008,int_disp,drought,0,internal_displacements
CRI,2008,int_disp,total_pc100k,273.8478974139065,internal_displacements
SLV,2008,events,flood,2,event_count
SLV,2008,events,drought,0,event_count
SLV,2008,events,hurricane,0,event_count
SLV,2008,deaths,flood,30,fatalities
SLV,2008,deaths,drought,0,fatalities
SLV,2008,deaths,hurricane,0,fatalities
SLV,2008,deaths,total,30,fatalities
SLV,2008,deaths,per_event,15,fatalities
SLV,2008,affected,flood,3000,affected_pop
SLV,2008,affected,drought,0,affected_pop
SLV,2008,affected,hurricane,0,affected_pop
SLV,2008,affected,total,3000,affected_pop
SLV,2008,affected,per_event,1500,affected_pop
SLV,2008,int_disp,flood,95,internal_displacements
SLV,2008,int_disp,hurricane,0,internal_displacements
SLV,2008,int_disp,drought,0,internal_displacements
SLV,2008,int_disp,total_pc100k,1.5756397470550878,internal_displacements
GTM,2008,events,flood,2,event_count
GTM,2008,events,drought,0,event_count
GTM,2008,events,hurricane,1,event_count
GTM,2008,deaths,flood,30,fatalities
GTM,2008,deaths,drought,0,fatalities
GTM,2008,deaths,hurricane,17,fatalities
GTM,2008,deaths,total,47,fatalities
GTM,2008,deaths,per_event,15.666666666666666,fatalities
GTM,2008,affected,flood,197300,affected_pop
GTM,2008,affected,drought,0,affected_pop
GTM,2008,affected,hurricane,0,affected_pop
GTM,2008,affected,total,197300,affected_pop
GTM,2008,affected,per_event,65766.66666666667,affected_pop
GTM,2008,int_disp,flood,10764,internal_displacements
GTM,2008,int_disp,hurricane,5000,internal_displacements
GTM,2008,int_disp,drought,0,internal_displacements
GTM,2008,int_disp,total_pc100k,113.12381172994324,internal_displacements
HND,2008,events,flood,1,event_count
HND,2008,events,drought,0,event_count
HND,2008,events,hurricane,1,event_count
HND,2008,deaths,flood,67,fatalities
HND,2008,deaths,drought,0,fatalities
HND,2008,deaths,hurricane,0,fatalities
HND,2008,deaths,total,67,fatalities
HND,2008,deaths,per_event,33.5,fatalities
HND,2008,affected,flood,313350,affected_pop
HND,2008,affected,drought,0,affected_pop
HND,2008,affected,hurricane,0,affected_pop
HND,2008,affected,total,313350,affected_pop
HND,2008,affected,per_event,156675,affected_pop
HND,2008,int_disp,flood,70250,internal_displacements
HND,2008,int_disp,hurricane,0,internal_displacements
HND,2008,int_disp,drought,0,internal_displacements
HND,2008,int_disp,total_pc100k,876.74555046953,internal_displacements
NIC,2008,events,flood,2,event_count
NIC,2008,events,drought,0,event_count
NIC,2008,events,hurricane,1,event_count
NIC,2008,deaths,flood,17,fatalities
NIC,2008,deaths,drought,0,fatalities
NIC,2008,deaths,hurricane,13,fatalities
NIC,2008,deaths,total,30,fatalities
NIC,2008,deaths,per_event,10,fatalities
NIC,2008,affected,flood,14188,affected_pop
NIC,2008,affected,drought,0,affected_pop
NIC,2008,affected,hurricane,25000,affected_pop
NIC,2008,affected,total,39188,affected_pop
NIC,2008,affected,per_event,13062.666666666666,affected_pop
NIC,2008,int_disp,flood,17500,internal_displacements
NIC,2008,int_disp,hurricane,1390,internal_displacements
NIC,2008,int_disp,drought,0,internal_displacements
NIC,2008,int_disp,total_pc100k,338.73728995463716,internal_displacements
PAN,2008,events,flood,2,event_count
PAN,2008,events,drought,0,event_count
PAN,2008,events,hurricane,0,event_count
PAN,2008,deaths,flood,28,fatalities
PAN,2008,deaths,drought,0,fatalities
PAN,2008,deaths,hurricane,0,fatalities
PAN,2008,deaths,total,28,fatalities
PAN,2008,deaths,per_event,14,fatalities
PAN,2008,affected,flood,23832,affected_pop
PAN,2008,affected,drought,0,affected_pop
PAN,2008,affected,hurricane,0,affected_pop
PAN,2008,affected,total,23832,affected_pop
PAN,2008,affected,per_event,11916,affected_pop
PAN,2008,int_disp,flood,0,internal_displacements
PAN,2008,int_disp,hurricane,0,internal_displacements
PAN,2008,int_disp,drought,0,internal_displacements
PAN,2008,int_disp,total_pc100k,0,internal_displacements
MEX,2008,events,flood,1,event_count
MEX,2008,events,drought,0,event_count
MEX,2008,events,hurricane,1,event_count
MEX,2008,deaths,flood,12,fatalities
MEX,2008,deaths,drought,0,fatalities
MEX,2008,deaths,hurricane,2,fatalities
MEX,2008,deaths,total,14,fatalities
MEX,2008,deaths,per_event,7,fatalities
MEX,2008,affected,flood,20000,affected_pop
MEX,2008,affected,drought,0,affected_pop
MEX,2008,affected,hurricane,500000,affected_pop
MEX,2008,affected,total,520000,affected_pop
MEX,2008,affected,per_event,260000,affected_pop
MEX,2008,int_disp,flood,0,internal_displacements
MEX,2008,int_disp,hurricane,13100,internal_displacements
MEX,2008,int_disp,drought,0,internal_displacements
MEX,2008,int_disp,total_pc100k,11.868706233466257,internal_displacements
CUB,2008,events,flood,1,event_count
CUB,2008,events,drought,0,event_count
CUB,2008,events,hurricane,4,event_count
CUB,2008,deaths,flood,0,fatalities
CUB,2008,deaths,drought,0,fatalities
CUB,2008,deaths,hurricane,7,fatalities
CUB,2008,deaths,total,7,fatalities
CUB,2008,deaths,per_event,1.4,fatalities
CUB,2008,affected,flood,20000,affected_pop
CUB,2008,affected,drought,0,affected_pop
CUB,2008,affected,hurricane,499445,affected_pop
CUB,2008,affected,total,519445,affected_pop
CUB,2008,affected,per_event,103889,affected_pop
CUB,2008,int_disp,flood,20000,internal_displacements
CUB,2008,int_disp,hurricane,2710000,internal_displacements
CUB,2008,int_disp,drought,0,internal_displacements
CUB,2008,int_disp,total_pc100k,24176.91765023032,internal_displacements
DOM,2008,events,flood,0,event_count
DOM,2008,events,drought,0,event_count
DOM,2008,events,hurricane,3,event_count
DOM,2008,deaths,flood,0,fatalities
DOM,2008,deaths,drought,0,fatalities
DOM,2008,deaths,hurricane,13,fatalities
DOM,2008,deaths,total,13,fatalities
DOM,2008,deaths,per_event,4.333333333333333,fatalities
DOM,2008,affected,flood,0,affected_pop
DOM,2008,affected,drought,0,affected_pop
DOM,2008,affected,hurricane,17000,affected_pop
DOM,2008,affected,total,17000,affected_pop
DOM,2008,affected,per_event,5666.666666666667,affected_pop
DOM,2008,int_disp,flood,0,internal_displacements
DOM,2008,int_disp,hurricane,8925,internal_displacements
DOM,2008,int_disp,drought,0,internal_displacements
DOM,2008,int_disp,total_pc100k,93.22969603463027,internal_displacements
HTI,2008,events,flood,0,event_count
HTI,2008,events,drought,0,event_count
HTI,2008,events,hurricane,4,event_count
HTI,2008,deaths,flood,0,fatalities
HTI,2008,deaths,drought,0,fatalities
HTI,2008,deaths,hurricane,698,fatalities
HTI,2008,deaths,total,698,fatalities
HTI,2008,deaths,per_event,174.5,fatalities
HTI,2008,affected,flood,0,affected_pop
HTI,2008,affected,drought,0,affected_pop
HTI,2008,affected,hurricane,246160,affected_pop
HTI,2008,affected,total,246160,affected_pop
HTI,2008,affected,per_event,61540,affected_pop
HTI,2008,int_disp,flood,0,internal_displacements
HTI,2008,int_disp,hurricane,138761,internal_displacements
HTI,2008,int_disp,drought,0,internal_displacements
HTI,2008,int_disp,total_pc100k,1455.9258251218632,internal_displacements
JAM,2008,events,flood,0,event_count
JAM,2008,events,drought,0,event_count
JAM,2008,events,hurricane,2,event_count
JAM,2008,deaths,flood,0,fatalities
JAM,2008,deaths,drought,0,fatalities
JAM,2008,deaths,hurricane,13,fatalities
JAM,2008,deaths,total,13,fatalities
JAM,2008,deaths,per_event,6.5,fatalities
JAM,2008,affected,flood,0,affected_pop
JAM,2008,affected,drought,0,affected_pop
JAM,2008,affected,hurricane,4000,affected_pop
JAM,2008,affected,total,4000,affected_pop
JAM,2008,affected,per_event,2000,affected_pop
JAM,2008,int_disp,flood,0,internal_displacements
JAM,2008,int_disp,hurricane,1520,internal_displacements
JAM,2008,int_disp,drought,0,internal_displacements
JAM,2008,int_disp,total_pc100k,55.7668213095297,internal_displacements
TTO,2008,events,flood,0,event_count
TTO,2008,events,drought,0,event_count
TTO,2008,events,hurricane,0,event_count
TTO,2008,deaths,flood,0,fatalities
TTO,2008,deaths,drought,0,fatalities
TTO,2008,deaths,hurricane,0,fatalities
TTO,2008,deaths,total,0,fatalities
TTO,2008,deaths,per_event,NA,fatalities
TTO,2008,affected,flood,0,affected_pop
TTO,2008,affected,drought,0,affected_pop
TTO,2008,affected,hurricane,0,affected_pop
TTO,2008,affected,total,0,affected_pop
TTO,2008,affected,per_event,NA,affected_pop
TTO,2008,int_disp,flood,0,internal_displacements
TTO,2008,int_disp,hurricane,0,internal_displacements
TTO,2008,int_disp,drought,0,internal_displacements
TTO,2008,int_disp,total_pc100k,0,internal_displacements
BHS,2008,events,flood,0,event_count
BHS,2008,events,drought,0,event_count
BHS,2008,events,hurricane,2,event_count
BHS,2008,deaths,flood,0,fatalities
BHS,2008,deaths,drought,0,fatalities
BHS,2008,deaths,hurricane,0,fatalities
BHS,2008,deaths,total,0,fatalities
BHS,2008,deaths,per_event,0,fatalities
BHS,2008,affected,flood,0,affected_pop
BHS,2008,affected,drought,0,affected_pop
BHS,2008,affected,hurricane,3000,affected_pop
BHS,2008,affected,total,3000,affected_pop
BHS,2008,affected,per_event,1500,affected_pop
BHS,2008,int_disp,flood,0,internal_displacements
BHS,2008,int_disp,hurricane,500,internal_displacements
BHS,2008,int_disp,drought,0,internal_displacements
BHS,2008,int_disp,total_pc100k,139.6180051379426,internal_displacements
BRB,2008,events,flood,0,event_count
BRB,2008,events,drought,0,event_count
BRB,2008,events,hurricane,0,event_count
BRB,2008,deaths,flood,0,fatalities
BRB,2008,deaths,drought,0,fatalities
BRB,2008,deaths,hurricane,0,fatalities
BRB,2008,deaths,total,0,fatalities
BRB,2008,deaths,per_event,NA,fatalities
BRB,2008,affected,flood,0,affected_pop
BRB,2008,affected,drought,0,affected_pop
BRB,2008,affected,hurricane,0,affected_pop
BRB,2008,affected,total,0,affected_pop
BRB,2008,affected,per_event,NA,affected_pop
BRB,2008,int_disp,flood,0,internal_displacements
BRB,2008,int_disp,hurricane,0,internal_displacements
BRB,2008,int_disp,drought,0,internal_displacements
BRB,2008,int_disp,total_pc100k,0,internal_displacements
GRD,2008,events,flood,0,event_count
GRD,2008,events,drought,0,event_count
GRD,2008,events,hurricane,0,event_count
GRD,2008,deaths,flood,0,fatalities
GRD,2008,deaths,drought,0,fatalities
GRD,2008,deaths,hurricane,0,fatalities
GRD,2008,deaths,total,0,fatalities
GRD,2008,deaths,per_event,NA,fatalities
GRD,2008,affected,flood,0,affected_pop
GRD,2008,affected,drought,0,affected_pop
GRD,2008,affected,hurricane,0,affected_pop
GRD,2008,affected,total,0,affected_pop
GRD,2008,affected,per_event,NA,affected_pop
GRD,2008,int_disp,flood,0,internal_displacements
GRD,2008,int_disp,hurricane,0,internal_displacements
GRD,2008,int_disp,drought,0,internal_displacements
GRD,2008,int_disp,total_pc100k,0,internal_displacements
LCA,2008,events,flood,0,event_count
LCA,2008,events,drought,0,event_count
LCA,2008,events,hurricane,0,event_count
LCA,2008,deaths,flood,0,fatalities
LCA,2008,deaths,drought,0,fatalities
LCA,2008,deaths,hurricane,0,fatalities
LCA,2008,deaths,total,0,fatalities
LCA,2008,deaths,per_event,NA,fatalities
LCA,2008,affected,flood,0,affected_pop
LCA,2008,affected,drought,0,affected_pop
LCA,2008,affected,hurricane,0,affected_pop
LCA,2008,affected,total,0,affected_pop
LCA,2008,affected,per_event,NA,affected_pop
LCA,2008,int_disp,flood,0,internal_displacements
LCA,2008,int_disp,hurricane,0,internal_displacements
LCA,2008,int_disp,drought,0,internal_displacements
LCA,2008,int_disp,total_pc100k,0,internal_displacements
VCT,2008,events,flood,0,event_count
VCT,2008,events,drought,0,event_count
VCT,2008,events,hurricane,0,event_count
VCT,2008,deaths,flood,0,fatalities
VCT,2008,deaths,drought,0,fatalities
VCT,2008,deaths,hurricane,0,fatalities
VCT,2008,deaths,total,0,fatalities
VCT,2008,deaths,per_event,NA,fatalities
VCT,2008,affected,flood,0,affected_pop
VCT,2008,affected,drought,0,affected_pop
VCT,2008,affected,hurricane,0,affected_pop
VCT,2008,affected,total,0,affected_pop
VCT,2008,affected,per_event,NA,affected_pop
VCT,2008,int_disp,flood,0,internal_displacements
VCT,2008,int_disp,hurricane,0,internal_displacements
VCT,2008,int_disp,drought,0,internal_displacements
VCT,2008,int_disp,total_pc100k,0,internal_displacements
ATG,2008,events,flood,0,event_count
ATG,2008,events,drought,0,event_count
ATG,2008,events,hurricane,1,event_count
ATG,2008,deaths,flood,0,fatalities
ATG,2008,deaths,drought,0,fatalities
ATG,2008,deaths,hurricane,0,fatalities
ATG,2008,deaths,total,0,fatalities
ATG,2008,deaths,per_event,0,fatalities
ATG,2008,affected,flood,0,affected_pop
ATG,2008,affected,drought,0,affected_pop
ATG,2008,affected,hurricane,25800,affected_pop
ATG,2008,affected,total,25800,affected_pop
ATG,2008,affected,per_event,25800,affected_pop
ATG,2008,int_disp,flood,0,internal_displacements
ATG,2008,int_disp,hurricane,45,internal_displacements
ATG,2008,int_disp,drought,0,internal_displacements
ATG,2008,int_disp,total_pc100k,54.274411424160554,internal_displacements
KNA,2008,events,flood,0,event_count
KNA,2008,events,drought,0,event_count
KNA,2008,events,hurricane,1,event_count
KNA,2008,deaths,flood,0,fatalities
KNA,2008,deaths,drought,0,fatalities
KNA,2008,deaths,hurricane,0,fatalities
KNA,2008,deaths,total,0,fatalities
KNA,2008,deaths,per_event,0,fatalities
KNA,2008,affected,flood,0,affected_pop
KNA,2008,affected,drought,0,affected_pop
KNA,2008,affected,hurricane,0,affected_pop
KNA,2008,affected,total,0,affected_pop
KNA,2008,affected,per_event,0,affected_pop
KNA,2008,int_disp,flood,0,internal_displacements
KNA,2008,int_disp,hurricane,0,internal_displacements
KNA,2008,int_disp,drought,0,internal_displacements
KNA,2008,int_disp,total_pc100k,0,internal_displacements
ARG,2009,events,flood,2,event_count
ARG,2009,events,drought,1,event_count
ARG,2009,events,hurricane,0,event_count
ARG,2009,deaths,flood,9,fatalities
ARG,2009,deaths,drought,0,fatalities
ARG,2009,deaths,hurricane,0,fatalities
ARG,2009,deaths,total,9,fatalities
ARG,2009,deaths,per_event,3,fatalities
ARG,2009,affected,flood,34128,affected_pop
ARG,2009,affected,drought,0,affected_pop
ARG,2009,affected,hurricane,0,affected_pop
ARG,2009,affected,total,34128,affected_pop
ARG,2009,affected,per_event,11376,affected_pop
ARG,2009,int_disp,flood,0,internal_displacements
ARG,2009,int_disp,hurricane,0,internal_displacements
ARG,2009,int_disp,drought,0,internal_displacements
ARG,2009,int_disp,total_pc100k,0,internal_displacements
BOL,2009,events,flood,1,event_count
BOL,2009,events,drought,0,event_count
BOL,2009,events,hurricane,0,event_count
BOL,2009,deaths,flood,0,fatalities
BOL,2009,deaths,drought,0,fatalities
BOL,2009,deaths,hurricane,0,fatalities
BOL,2009,deaths,total,0,fatalities
BOL,2009,deaths,per_event,0,fatalities
BOL,2009,affected,flood,63000,affected_pop
BOL,2009,affected,drought,0,affected_pop
BOL,2009,affected,hurricane,0,affected_pop
BOL,2009,affected,total,63000,affected_pop
BOL,2009,affected,per_event,63000,affected_pop
BOL,2009,int_disp,flood,630,internal_displacements
BOL,2009,int_disp,hurricane,0,internal_displacements
BOL,2009,int_disp,drought,0,internal_displacements
BOL,2009,int_disp,total_pc100k,6.289763410050144,internal_displacements
BRA,2009,events,flood,7,event_count
BRA,2009,events,drought,0,event_count
BRA,2009,events,hurricane,0,event_count
BRA,2009,deaths,flood,90,fatalities
BRA,2009,deaths,drought,0,fatalities
BRA,2009,deaths,hurricane,0,fatalities
BRA,2009,deaths,total,90,fatalities
BRA,2009,deaths,per_event,12.857142857142858,fatalities
BRA,2009,affected,flood,1859948,affected_pop
BRA,2009,affected,drought,0,affected_pop
BRA,2009,affected,hurricane,0,affected_pop
BRA,2009,affected,total,1859948,affected_pop
BRA,2009,affected,per_event,265706.85714285716,affected_pop
BRA,2009,int_disp,flood,522500,internal_displacements
BRA,2009,int_disp,hurricane,450,internal_displacements
BRA,2009,int_disp,drought,0,internal_displacements
BRA,2009,int_disp,total_pc100k,272.2564209733685,internal_displacements
CHL,2009,events,flood,0,event_count
CHL,2009,events,drought,0,event_count
CHL,2009,events,hurricane,0,event_count
CHL,2009,deaths,flood,0,fatalities
CHL,2009,deaths,drought,0,fatalities
CHL,2009,deaths,hurricane,0,fatalities
CHL,2009,deaths,total,0,fatalities
CHL,2009,deaths,per_event,NA,fatalities
CHL,2009,affected,flood,0,affected_pop
CHL,2009,affected,drought,0,affected_pop
CHL,2009,affected,hurricane,0,affected_pop
CHL,2009,affected,total,0,affected_pop
CHL,2009,affected,per_event,NA,affected_pop
CHL,2009,int_disp,flood,697,internal_displacements
CHL,2009,int_disp,hurricane,0,internal_displacements
CHL,2009,int_disp,drought,0,internal_displacements
CHL,2009,int_disp,total_pc100k,4.097654454382612,internal_displacements
COL,2009,events,flood,1,event_count
COL,2009,events,drought,0,event_count
COL,2009,events,hurricane,0,event_count
COL,2009,deaths,flood,23,fatalities
COL,2009,deaths,drought,0,fatalities
COL,2009,deaths,hurricane,0,fatalities
COL,2009,deaths,total,23,fatalities
COL,2009,deaths,per_event,23,fatalities
COL,2009,affected,flood,31250,affected_pop
COL,2009,affected,drought,0,affected_pop
COL,2009,affected,hurricane,0,affected_pop
COL,2009,affected,total,31250,affected_pop
COL,2009,affected,per_event,31250,affected_pop
COL,2009,int_disp,flood,0,internal_displacements
COL,2009,int_disp,hurricane,0,internal_displacements
