iso,year,metric,hazard,value,type
ECU,2017,affected,total,0,affected_pop
ECU,2017,affected,per_event,NA,affected_pop
ECU,2017,int_disp,flood,2960,internal_displacements
ECU,2017,int_disp,hurricane,0,internal_displacements
ECU,2017,int_disp,drought,0,internal_displacements
ECU,2017,int_disp,total_pc100k,17.661604727438778,internal_displacements
GUY,2017,events,flood,1,event_count
GUY,2017,events,drought,0,event_count
GUY,2017,events,hurricane,0,event_count
GUY,2017,deaths,flood,0,fatalities
GUY,2017,deaths,drought,0,fatalities
GUY,2017,deaths,hurricane,0,fatalities
GUY,2017,deaths,total,0,fatalities
GUY,2017,deaths,per_event,0,fatalities
GUY,2017,affected,flood,3274,affected_pop
GUY,2017,affected,drought,0,affected_pop
GUY,2017,affected,hurricane,0,affected_pop
GUY,2017,affected,total,3274,affected_pop
GUY,2017,affected,per_event,3274,affected_pop
GUY,2017,int_disp,flood,180,internal_displacements
GUY,2017,int_disp,hurricane,15,internal_displacements
GUY,2017,int_disp,drought,0,internal_displacements
GUY,2017,int_disp,total_pc100k,25.374798790858307,internal_displacements
PRY,2017,events,flood,0,event_count
PRY,2017,events,drought,0,event_count
PRY,2017,events,hurricane,0,event_count
PRY,2017,deaths,flood,0,fatalities
PRY,2017,deaths,drought,0,fatalities
PRY,2017,deaths,hurricane,0,fatalities
PRY,2017,deaths,total,0,fatalities
PRY,2017,deaths,per_event,NA,fatalities
PRY,2017,affected,flood,0,affected_pop
PRY,2017,affected,drought,0,affected_pop
PRY,2017,affected,hurricane,0,affected_pop
PRY,2017,affected,total,0,affected_pop
PRY,2017,affected,per_event,NA,affected_pop
PRY,2017,int_disp,flood,8976,internal_displacements
PRY,2017,int_disp,hurricane,761,internal_displacements
PRY,2017,int_disp,drought,0,internal_displacements
PRY,2017,int_disp,total_pc100k,153.61290872203273,internal_displacements
PER,2017,events,flood,3,event_count
PER,2017,events,drought,0,event_count
PER,2017,events,hurricane,0,event_count
PER,2017,deaths,flood,200,fatalities
PER,2017,deaths,drought,0,fatalities
PER,2017,deaths,hurricane,0,fatalities
PER,2017,deaths,total,200,fatalities
PER,2017,deaths,per_event,66.66666666666667,fatalities
PER,2017,affected,flood,2188000,affected_pop
PER,2017,affected,drought,0,affected_pop
PER,2017,affected,hurricane,0,affected_pop
PER,2017,affected,total,2188000,affected_pop
PER,2017,affected,per_event,729333.3333333334,affected_pop
PER,2017,int_disp,flood,294985,internal_displacements
PER,2017,int_disp,hurricane,0,internal_displacements
PER,2017,int_disp,drought,0,internal_displacements
PER,2017,int_disp,total_pc100k,941.7028519755871,internal_displacements
SUR,2017,events,flood,0,event_count
SUR,2017,events,drought,0,event_count
SUR,2017,events,hurricane,0,event_count
SUR,2017,deaths,flood,0,fatalities
SUR,2017,deaths,drought,0,fatalities
SUR,2017,deaths,hurricane,0,fatalities
SUR,2017,deaths,total,0,fatalities
SUR,2017,deaths,per_event,NA,fatalities
SUR,2017,affected,flood,0,affected_pop
SUR,2017,affected,drought,0,affected_pop
SUR,2017,affected,hurricane,0,affected_pop
SUR,2017,affected,total,0,affected_pop
SUR,2017,affected,per_event,NA,affected_pop
SUR,2017,int_disp,flood,6000,internal_displacements
SUR,2017,int_disp,hurricane,0,internal_displacements
SUR,2017,int_disp,drought,0,internal_displacements
SUR,2017,int_disp,total_pc100k,1010.5892914590046,internal_displacements
URY,2017,events,flood,1,event_count
URY,2017,events,drought,0,event_count
URY,2017,events,hurricane,0,event_count
URY,2017,deaths,flood,0,fatalities
URY,2017,deaths,drought,0,fatalities
URY,2017,deaths,hurricane,0,fatalities
URY,2017,deaths,total,0,fatalities
URY,2017,deaths,per_event,0,fatalities
URY,2017,affected,flood,6639,affected_pop
URY,2017,affected,drought,0,affected_pop
URY,2017,affected,hurricane,0,affected_pop
URY,2017,affected,total,6639,affected_pop
URY,2017,affected,per_event,6639,affected_pop
URY,2017,int_disp,flood,9077,internal_displacements
URY,2017,int_disp,hurricane,23,internal_displacements
URY,2017,int_disp,drought,0,internal_displacements
URY,2017,int_disp,total_pc100k,268.5603218946311,internal_displacements
VEN,2017,events,flood,0,event_count
VEN,2017,events,drought,0,event_count
VEN,2017,events,hurricane,0,event_count
VEN,2017,deaths,flood,0,fatalities
VEN,2017,deaths,drought,0,fatalities
VEN,2017,deaths,hurricane,0,fatalities
VEN,2017,deaths,total,0,fatalities
VEN,2017,deaths,per_event,NA,fatalities
VEN,2017,affected,flood,0,affected_pop
VEN,2017,affected,drought,0,affected_pop
VEN,2017,affected,hurricane,0,affected_pop
VEN,2017,affected,total,0,affected_pop
VEN,2017,affected,per_event,NA,affected_pop
VEN,2017,int_disp,flood,2076,internal_displacements
VEN,2017,int_disp,hurricane,0,internal_displacements
VEN,2017,int_disp,drought,0,internal_displacements
VEN,2017,int_disp,total_pc100k,6.792010671701392,internal_displacements
BLZ,2017,events,flood,0,event_count
BLZ,2017,events,drought,0,event_count
BLZ,2017,events,hurricane,0,event_count
BLZ,2017,deaths,flood,0,fatalities
BLZ,2017,deaths,drought,0,fatalities
BLZ,2017,deaths,hurricane,0,fatalities
BLZ,2017,deaths,total,0,fatalities
BLZ,2017,deaths,per_event,NA,fatalities
BLZ,2017,affected,flood,0,affected_pop
BLZ,2017,affected,drought,0,affected_pop
BLZ,2017,affected,hurricane,0,affected_pop
BLZ,2017,affected,total,0,affected_pop
BLZ,2017,affected,per_event,NA,affected_pop
BLZ,2017,int_disp,flood,0,internal_displacements
BLZ,2017,int_disp,hurricane,0,internal_displacements
BLZ,2017,int_disp,drought,0,internal_displacements
BLZ,2017,int_disp,total_pc100k,0,internal_displacements
CRI,2017,events,flood,0,event_count
CRI,2017,events,drought,0,event_count
CRI,2017,events,hurricane,1,event_count
CRI,2017,deaths,flood,0,fatalities
CRI,2017,deaths,drought,0,fatalities
CRI,2017,deaths,hurricane,13,fatalities
CRI,2017,deaths,total,13,fatalities
CRI,2017,deaths,per_event,13,fatalities
CRI,2017,affected,flood,0,affected_pop
CRI,2017,affected,drought,0,affected_pop
CRI,2017,affected,hurricane,11500,affected_pop
CRI,2017,affected,total,11500,affected_pop
CRI,2017,affected,per_event,11500,affected_pop
CRI,2017,int_disp,flood,150,internal_displacements
CRI,2017,int_disp,hurricane,20674,internal_displacements
CRI,2017,int_disp,drought,0,internal_displacements
CRI,2017,int_disp,total_pc100k,423.83980874289693,internal_displacements
SLV,2017,events,flood,0,event_count
SLV,2017,events,drought,0,event_count
SLV,2017,events,hurricane,1,event_count
SLV,2017,deaths,flood,0,fatalities
SLV,2017,deaths,drought,0,fatalities
SLV,2017,deaths,hurricane,10,fatalities
SLV,2017,deaths,total,10,fatalities
SLV,2017,deaths,per_event,10,fatalities
SLV,2017,affected,flood,0,affected_pop
SLV,2017,affected,drought,0,affected_pop
SLV,2017,affected,hurricane,530,affected_pop
SLV,2017,affected,total,530,affected_pop
SLV,2017,affected,per_event,530,affected_pop
SLV,2017,int_disp,flood,389,internal_displacements
SLV,2017,int_disp,hurricane,0,internal_displacements
SLV,2017,int_disp,drought,0,internal_displacements
SLV,2017,int_disp,total_pc100k,6.260528430443678,internal_displacements
GTM,2017,events,flood,4,event_count
GTM,2017,events,drought,0,event_count
GTM,2017,events,hurricane,1,event_count
GTM,2017,deaths,flood,1,fatalities
GTM,2017,deaths,drought,0,fatalities
GTM,2017,deaths,hurricane,8,fatalities
GTM,2017,deaths,total,9,fatalities
GTM,2017,deaths,per_event,1.8,fatalities
GTM,2017,affected,flood,42559,affected_pop
GTM,2017,affected,drought,0,affected_pop
GTM,2017,affected,hurricane,2762,affected_pop
GTM,2017,affected,total,45321,affected_pop
GTM,2017,affected,per_event,9064.2,affected_pop
GTM,2017,int_disp,flood,41326,internal_displacements
GTM,2017,int_disp,hurricane,0,internal_displacements
GTM,2017,int_disp,drought,0,internal_displacements
GTM,2017,int_disp,total_pc100k,249.44232203120873,internal_displacements
HND,2017,events,flood,3,event_count
HND,2017,events,drought,0,event_count
HND,2017,events,hurricane,1,event_count
HND,2017,deaths,flood,18,fatalities
HND,2017,deaths,drought,0,fatalities
HND,2017,deaths,hurricane,3,fatalities
HND,2017,deaths,total,21,fatalities
HND,2017,deaths,per_event,5.25,fatalities
HND,2017,affected,flood,47970,affected_pop
HND,2017,affected,drought,0,affected_pop
HND,2017,affected,hurricane,120,affected_pop
HND,2017,affected,total,48090,affected_pop
HND,2017,affected,per_event,12022.5,affected_pop
HND,2017,int_disp,flood,0,internal_displacements
HND,2017,int_disp,hurricane,0,internal_displacements
HND,2017,int_disp,drought,0,internal_displacements
HND,2017,int_disp,total_pc100k,0,internal_displacements
NIC,2017,events,flood,1,event_count
NIC,2017,events,drought,0,event_count
NIC,2017,events,hurricane,1,event_count
NIC,2017,deaths,flood,7,fatalities
NIC,2017,deaths,drought,0,fatalities
NIC,2017,deaths,hurricane,15,fatalities
NIC,2017,deaths,total,22,fatalities
NIC,2017,deaths,per_event,11,fatalities
NIC,2017,affected,flood,13565,affected_pop
NIC,2017,affected,drought,0,affected_pop
NIC,2017,affected,hurricane,39200,affected_pop
NIC,2017,affected,total,52765,affected_pop
NIC,2017,affected,per_event,26382.5,affected_pop
NIC,2017,int_disp,flood,2590,internal_displacements
NIC,2017,int_disp,hurricane,17390,internal_displacements
NIC,2017,int_disp,drought,0,internal_displacements
NIC,2017,int_disp,total_pc100k,316.32788604469977,internal_displacements
PAN,2017,events,flood,0,event_count
PAN,2017,events,drought,0,event_count
PAN,2017,events,hurricane,1,event_count
PAN,2017,deaths,flood,0,fatalities
PAN,2017,deaths,drought,0,fatalities
PAN,2017,deaths,hurricane,7,fatalities
PAN,2017,deaths,total,7,fatalities
PAN,2017,deaths,per_event,7,fatalities
PAN,2017,affected,flood,0,affected_pop
PAN,2017,affected,drought,0,affected_pop
PAN,2017,affected,hurricane,12000,affected_pop
PAN,2017,affected,total,12000,affected_pop
PAN,2017,affected,per_event,12000,affected_pop
PAN,2017,int_disp,flood,0,internal_displacements
PAN,2017,int_disp,hurricane,302,internal_displacements
PAN,2017,int_disp,drought,0,internal_displacements
PAN,2017,int_disp,total_pc100k,7.36817733007019,internal_displacements
MEX,2017,events,flood,1,event_count
MEX,2017,events,drought,0,event_count
MEX,2017,events,hurricane,4,event_count
MEX,2017,deaths,flood,2,fatalities
MEX,2017,deaths,drought,0,fatalities
MEX,2017,deaths,hurricane,29,fatalities
MEX,2017,deaths,total,31,fatalities
MEX,2017,deaths,per_event,6.2,fatalities
MEX,2017,affected,flood,800,affected_pop
MEX,2017,affected,drought,0,affected_pop
MEX,2017,affected,hurricane,1410,affected_pop
MEX,2017,affected,total,2210,affected_pop
MEX,2017,affected,per_event,442,affected_pop
MEX,2017,int_disp,flood,334,internal_displacements
MEX,2017,int_disp,hurricane,1942,internal_displacements
MEX,2017,int_disp,drought,0,internal_displacements
MEX,2017,int_disp,total_pc100k,1.8444075759219463,internal_displacements
CUB,2017,events,flood,0,event_count
CUB,2017,events,drought,0,event_count
CUB,2017,events,hurricane,1,event_count
CUB,2017,deaths,flood,0,fatalities
CUB,2017,deaths,drought,0,fatalities
CUB,2017,deaths,hurricane,10,fatalities
CUB,2017,deaths,total,10,fatalities
CUB,2017,deaths,per_event,10,fatalities
CUB,2017,affected,flood,0,affected_pop
CUB,2017,affected,drought,0,affected_pop
CUB,2017,affected,hurricane,10000000,affected_pop
CUB,2017,affected,total,10000000,affected_pop
CUB,2017,affected,per_event,10000000,affected_pop
CUB,2017,int_disp,flood,0,internal_displacements
CUB,2017,int_disp,hurricane,1738000,internal_displacements
CUB,2017,int_disp,drought,0,internal_displacements
CUB,2017,int_disp,total_pc100k,15451.87075657,internal_displacements
DOM,2017,events,flood,0,event_count
DOM,2017,events,drought,0,event_count
DOM,2017,events,hurricane,2,event_count
DOM,2017,deaths,flood,0,fatalities
DOM,2017,deaths,drought,0,fatalities
DOM,2017,deaths,hurricane,5,fatalities
DOM,2017,deaths,total,5,fatalities
DOM,2017,deaths,per_event,2.5,fatalities
DOM,2017,affected,flood,0,affected_pop
DOM,2017,affected,drought,0,affected_pop
DOM,2017,affected,hurricane,32300,affected_pop
DOM,2017,affected,total,32300,affected_pop
DOM,2017,affected,per_event,16150,affected_pop
DOM,2017,int_disp,flood,21720,internal_displacements
DOM,2017,int_disp,hurricane,47069,internal_displacements
DOM,2017,int_disp,drought,0,internal_displacements
DOM,2017,int_disp,total_pc100k,644.8862142247712,internal_displacements
HTI,2017,events,flood,2,event_count
HTI,2017,events,drought,0,event_count
HTI,2017,events,hurricane,2,event_count
HTI,2017,deaths,flood,31,fatalities
HTI,2017,deaths,drought,0,fatalities
HTI,2017,deaths,hurricane,4,fatalities
HTI,2017,deaths,total,35,fatalities
HTI,2017,deaths,per_event,8.75,fatalities
HTI,2017,affected,flood,50000,affected_pop
HTI,2017,affected,drought,0,affected_pop
HTI,2017,affected,hurricane,40075,affected_pop
HTI,2017,affected,total,90075,affected_pop
HTI,2017,affected,per_event,22518.75,affected_pop
HTI,2017,int_disp,flood,2022,internal_displacements
HTI,2017,int_disp,hurricane,12539,internal_displacements
HTI,2017,int_disp,drought,0,internal_displacements
HTI,2017,int_disp,total_pc100k,134.60280202341448,internal_displacements
JAM,2017,events,flood,0,event_count
JAM,2017,events,drought,0,event_count
JAM,2017,events,hurricane,0,event_count
JAM,2017,deaths,flood,0,fatalities
JAM,2017,deaths,drought,0,fatalities
JAM,2017,deaths,hurricane,0,fatalities
JAM,2017,deaths,total,0,fatalities
JAM,2017,deaths,per_event,NA,fatalities
JAM,2017,affected,flood,0,affected_pop
JAM,2017,affected,drought,0,affected_pop
JAM,2017,affected,hurricane,0,affected_pop
JAM,2017,affected,total,0,affected_pop
JAM,2017,affected,per_event,NA,affected_pop
JAM,2017,int_disp,flood,29,internal_displacements
JAM,2017,int_disp,hurricane,0,internal_displacements
JAM,2017,int_disp,drought,0,internal_displacements
JAM,2017,int_disp,total_pc100k,1.029915859425719,internal_displacements
TTO,2017,events,flood,0,event_count
TTO,2017,events,drought,0,event_count
TTO,2017,events,hurricane,0,event_count
TTO,2017,deaths,flood,0,fatalities
TTO,2017,deaths,drought,0,fatalities
TTO,2017,deaths,hurricane,0,fatalities
TTO,2017,deaths,total,0,fatalities
TTO,2017,deaths,per_event,NA,fatalities
TTO,2017,affected,flood,0,affected_pop
TTO,2017,affected,drought,0,affected_pop
TTO,2017,affected,hurricane,0,affected_pop
TTO,2017,affected,total,0,affected_pop
TTO,2017,affected,per_event,NA,affected_pop
TTO,2017,int_disp,flood,200,internal_displacements
TTO,2017,int_disp,hurricane,0,internal_displacements
TTO,2017,int_disp,drought,0,internal_displacements
TTO,2017,int_disp,total_pc100k,14.742380584874464,internal_displacements
BHS,2017,events,flood,0,event_count
BHS,2017,events,drought,0,event_count
BHS,2017,events,hurricane,1,event_count
BHS,2017,deaths,flood,0,fatalities
BHS,2017,deaths,drought,0,fatalities
BHS,2017,deaths,hurricane,0,fatalities
BHS,2017,deaths,total,0,fatalities
BHS,2017,deaths,per_event,0,fatalities
BHS,2017,affected,flood,0,affected_pop
BHS,2017,affected,drought,0,affected_pop
BHS,2017,affected,hurricane,0,affected_pop
BHS,2017,affected,total,0,affected_pop
BHS,2017,affected,per_event,0,affected_pop
BHS,2017,int_disp,flood,0,internal_displacements
BHS,2017,int_disp,hurricane,1565,internal_displacements
BHS,2017,int_disp,drought,0,internal_displacements
BHS,2017,int_disp,total_pc100k,400.7836408568831,internal_displacements
BRB,2017,events,flood,0,event_count
BRB,2017,events,drought,0,event_count
BRB,2017,events,hurricane,1,event_count
BRB,2017,deaths,flood,0,fatalities
BRB,2017,deaths,drought,0,fatalities
BRB,2017,deaths,hurricane,1,fatalities
BRB,2017,deaths,total,1,fatalities
BRB,2017,deaths,per_event,1,fatalities
BRB,2017,affected,flood,0,affected_pop
BRB,2017,affected,drought,0,affected_pop
BRB,2017,affected,hurricane,0,affected_pop
BRB,2017,affected,total,0,affected_pop
BRB,2017,affected,per_event,0,affected_pop
BRB,2017,int_disp,flood,0,internal_displacements
BRB,2017,int_disp,hurricane,0,internal_displacements
BRB,2017,int_disp,drought,0,internal_displacements
BRB,2017,int_disp,total_pc100k,0,internal_displacements
GRD,2017,events,flood,0,event_count
GRD,2017,events,drought,0,event_count
GRD,2017,events,hurricane,0,event_count
GRD,2017,deaths,flood,0,fatalities
GRD,2017,deaths,drought,0,fatalities
GRD,2017,deaths,hurricane,0,fatalities
GRD,2017,deaths,total,0,fatalities
GRD,2017,deaths,per_event,NA,fatalities
GRD,2017,affected,flood,0,affected_pop
GRD,2017,affected,drought,0,affected_pop
GRD,2017,affected,hurricane,0,affected_pop
GRD,2017,affected,total,0,affected_pop
GRD,2017,affected,per_event,NA,affected_pop
GRD,2017,int_disp,flood,0,internal_displacements
GRD,2017,int_disp,hurricane,146,internal_displacements
GRD,2017,int_disp,drought,0,internal_displacements
GRD,2017,int_disp,total_pc100k,126.47481765103346,internal_displacements
LCA,2017,events,flood,0,event_count
LCA,2017,events,drought,0,event_count
LCA,2017,events,hurricane,0,event_count
LCA,2017,deaths,flood,0,fatalities
LCA,2017,deaths,drought,0,fatalities
LCA,2017,deaths,hurricane,0,fatalities
LCA,2017,deaths,total,0,fatalities
LCA,2017,deaths,per_event,NA,fatalities
LCA,2017,affected,flood,0,affected_pop
LCA,2017,affected,drought,0,affected_pop
LCA,2017,affected,hurricane,0,affected_pop
LCA,2017,affected,total,0,affected_pop
LCA,2017,affected,per_event,NA,affected_pop
LCA,2017,int_disp,flood,0,internal_displacements
LCA,2017,int_disp,hurricane,0,internal_displacements
LCA,2017,int_disp,drought,0,internal_displacements
LCA,2017,int_disp,total_pc100k,0,internal_displacements
VCT,2017,events,flood,0,event_count
VCT,2017,events,drought,0,event_count
VCT,2017,events,hurricane,0,event_count
VCT,2017,deaths,flood,0,fatalities
VCT,2017,deaths,drought,0,fatalities
VCT,2017,deaths,hurricane,0,fatalities
VCT,2017,deaths,total,0,fatalities
VCT,2017,deaths,per_event,NA,fatalities
VCT,2017,affected,flood,0,affected_pop
VCT,2017,affected,drought,0,affected_pop
VCT,2017,affected,hurricane,0,affected_pop
VCT,2017,affected,total,0,affected_pop
VCT,2017,affected,per_event,NA,affected_pop
VCT,2017,int_disp,flood,0,internal_displacements
VCT,2017,int_disp,hurricane,20,internal_displacements
VCT,2017,int_disp,drought,0,internal_displacements
VCT,2017,int_disp,total_pc100k,18.92810160604942,internal_displacements
ATG,2017,events,flood,0,event_count
ATG,2017,events,drought,0,event_count
ATG,2017,events,hurricane,1,event_count
ATG,2017,deaths,flood,0,fatalities
ATG,2017,deaths,drought,0,fatalities
ATG,2017,deaths,hurricane,1,fatalities
ATG,2017,deaths,total,1,fatalities
ATG,2017,deaths,per_event,1,fatalities
ATG,2017,affected,flood,0,affected_pop
ATG,2017,affected,drought,0,affected_pop
ATG,2017,affected,hurricane,1800,affected_pop
ATG,2017,affected,total,1800,affected_pop
ATG,2017,affected,per_event,1800,affected_pop
ATG,2017,int_disp,flood,0,internal_displacements
ATG,2017,int_disp,hurricane,1423,internal_displacements
ATG,2017,int_disp,drought,0,internal_displacements
ATG,2017,int_disp,total_pc100k,1572.931865410974,internal_displacements
KNA,2017,events,flood,0,event_count
KNA,2017,events,drought,0,event_count
KNA,2017,events,hurricane,1,event_count
KNA,2017,deaths,flood,0,fatalities
KNA,2017,deaths,drought,0,fatalities
KNA,2017,deaths,hurricane,0,fatalities
KNA,2017,deaths,total,0,fatalities
KNA,2017,deaths,per_event,0,fatalities
KNA,2017,affected,flood,0,affected_pop
KNA,2017,affected,drought,0,affected_pop
KNA,2017,affected,hurricane,500,affected_pop
KNA,2017,affected,total,500,affected_pop
KNA,2017,affected,per_event,500,affected_pop
KNA,2017,int_disp,flood,0,internal_displacements
KNA,2017,int_disp,hurricane,33,internal_displacements
KNA,2017,int_disp,drought,0,internal_displacements
KNA,2017,int_disp,total_pc100k,70.13815090329437,internal_displacements
ARG,2018,events,flood,3,event_count
ARG,2018,events,drought,1,event_count
ARG,2018,events,hurricane,0,event_count
ARG,2018,deaths,flood,0,fatalities
ARG,2018,deaths,drought,0,fatalities
ARG,2018,deaths,hurricane,0,fatalities
ARG,2018,deaths,total,0,fatalities
ARG,2018,deaths,per_event,0,fatalities
ARG,2018,affected,flood,63420,affected_pop
ARG,2018,affected,drought,0,affected_pop
ARG,2018,affected,hurricane,0,affected_pop
ARG,2018,affected,total,63420,affected_pop
ARG,2018,affected,per_event,15855,affected_pop
ARG,2018,int_disp,flood,16030,internal_displacements
ARG,2018,int_disp,hurricane,22,internal_displacements
ARG,2018,int_disp,drought,0,internal_displacements
ARG,2018,int_disp,total_pc100k,35.94679748565901,internal_displacements
BOL,2018,events,flood,1,event_count
BOL,2018,events,drought,0,event_count
BOL,2018,events,hurricane,0,event_count
BOL,2018,deaths,flood,6,fatalities
BOL,2018,deaths,drought,0,fatalities
BOL,2018,deaths,hurricane,0,fatalities
BOL,2018,deaths,total,6,fatalities
BOL,2018,deaths,per_event,6,fatalities
BOL,2018,affected,flood,12000,affected_pop
BOL,2018,affected,drought,0,affected_pop
BOL,2018,affected,hurricane,0,affected_pop
BOL,2018,affected,total,12000,affected_pop
BOL,2018,affected,per_event,12000,affected_pop
BOL,2018,int_disp,flood,2168,internal_displacements
BOL,2018,int_disp,hurricane,186,internal_displacements
BOL,2018,int_disp,drought,0,internal_displacements
BOL,2018,int_disp,total_pc100k,20.454681324059155,internal_displacements
BRA,2018,events,flood,2,event_count
BRA,2018,events,drought,0,event_count
BRA,2018,events,hurricane,0,event_count
BRA,2018,deaths,flood,7,fatalities
BRA,2018,deaths,drought,0,fatalities
BRA,2018,deaths,hurricane,0,fatalities
BRA,2018,deaths,total,7,fatalities
BRA,2018,deaths,per_event,3.5,fatalities
BRA,2018,affected,flood,1250,affected_pop
BRA,2018,affected,drought,0,affected_pop
BRA,2018,affected,hurricane,0,affected_pop
BRA,2018,affected,total,1250,affected_pop
BRA,2018,affected,per_event,625,affected_pop
BRA,2018,int_disp,flood,61877,internal_displacements
BRA,2018,int_disp,hurricane,21042,internal_displacements
BRA,2018,int_disp,drought,2358,internal_displacements
BRA,2018,int_disp,total_pc100k,41.375058591458355,internal_displacements
CHL,2018,events,flood,0,event_count
CHL,2018,events,drought,0,event_count
CHL,2018,events,hurricane,0,event_count
CHL,2018,deaths,flood,0,fatalities
CHL,2018,deaths,drought,0,fatalities
CHL,2018,deaths,hurricane,0,fatalities
CHL,2018,deaths,total,0,fatalities
CHL,2018,deaths,per_event,NA,fatalities
CHL,2018,affected,flood,0,affected_pop
CHL,2018,affected,drought,0,affected_pop
CHL,2018,affected,hurricane,0,affected_pop
CHL,2018,affected,total,0,affected_pop
CHL,2018,affected,per_event,NA,affected_pop
CHL,2018,int_disp,flood,70,internal_displacements
CHL,2018,int_disp,hurricane,0,internal_displacements
CHL,2018,int_disp,drought,0,internal_displacements
CHL,2018,int_disp,total_pc100k,0.3705038497731802,internal_displacements
COL,2018,events,flood,2,event_count
COL,2018,events,drought,0,event_count
COL,2018,events,hurricane,0,event_count
COL,2018,deaths,flood,26,fatalities
COL,2018,deaths,drought,0,fatalities
COL,2018,deaths,hurricane,0,fatalities
COL,2018,deaths,total,26,fatalities
COL,2018,deaths,per_event,13,fatalities
COL,2018,affected,flood,60000,affected_pop
COL,2018,affected,drought,0,affected_pop
COL,2018,affected,hurricane,0,affected_pop
COL,2018,affected,total,60000,affected_pop
COL,2018,affected,per_event,30000,affected_pop
COL,2018,int_disp,flood,39624,internal_displacements
COL,2018,int_disp,hurricane,11,internal_displacements
COL,2018,int_disp,drought,0,internal_displacements
COL,2018,int_disp,total_pc100k,80.84738915559812,internal_displacements
ECU,2018,events,flood,0,event_count
ECU,2018,events,drought,0,event_count
ECU,2018,events,hurricane,0,event_count
ECU,2018,deaths,flood,0,fatalities
ECU,2018,deaths,drought,0,fatalities
ECU,2018,deaths,hurricane,0,fatalities
ECU,2018,deaths,total,0,fatalities
ECU,2018,deaths,per_event,NA,fatalities
ECU,2018,affected,flood,0,affected_pop
ECU,2018,affected,drought,0,affected_pop
ECU,2018,affected,hurricane,0,affected_pop
ECU,2018,affected,total,0,affected_pop
ECU,2018,affected,per_event,NA,affected_pop
ECU,2018,int_disp,flood,569,internal_displacements
ECU,2018,int_disp,hurricane,0,internal_displacements
ECU,2018,int_disp,drought,0,internal_displacements
ECU,2018,int_disp,total_pc100k,3.3373320710515064,internal_displacements
GUY,2018,events,flood,0,event_count
GUY,2018,events,drought,0,event_count
GUY,2018,events,hurricane,0,event_count
GUY,2018,deaths,flood,0,fatalities
GUY,2018,deaths,drought,0,fatalities
GUY,2018,deaths,hurricane,0,fatalities
GUY,2018,deaths,total,0,fatalities
GUY,2018,deaths,per_event,NA,fatalities
GUY,2018,affected,flood,0,affected_pop
GUY,2018,affected,drought,0,affected_pop
GUY,2018,affected,hurricane,0,affected_pop
GUY,2018,affected,total,0,affected_pop
GUY,2018,affected,per_event,NA,affected_pop
GUY,2018,int_disp,flood,123,internal_displacements
GUY,2018,int_disp,hurricane,45,internal_displacements
GUY,2018,int_disp,drought,0,internal_displacements
GUY,2018,int_disp,total_pc100k,21.224019526097965,internal_displacements
PRY,2018,events,flood,2,event_count
PRY,2018,events,drought,0,event_count
PRY,2018,events,hurricane,0,event_count
PRY,2018,deaths,flood,0,fatalities
PRY,2018,deaths,drought,0,fatalities
PRY,2018,deaths,hurricane,0,fatalities
PRY,2018,deaths,total,0,fatalities
PRY,2018,deaths,per_event,0,fatalities
PRY,2018,affected,flood,46300,affected_pop
PRY,2018,affected,drought,0,affected_pop
PRY,2018,affected,hurricane,0,affected_pop
PRY,2018,affected,total,46300,affected_pop
PRY,2018,affected,per_event,23150,affected_pop
PRY,2018,int_disp,flood,30372,internal_displacements
PRY,2018,int_disp,hurricane,0,internal_displacements
PRY,2018,int_disp,drought,0,internal_displacements
PRY,2018,int_disp,total_pc100k,472.5407638755562,internal_displacements
PER,2018,events,flood,0,event_count
PER,2018,events,drought,0,event_count
PER,2018,events,hurricane,0,event_count
PER,2018,deaths,flood,0,fatalities
PER,2018,deaths,drought,0,fatalities
PER,2018,deaths,hurricane,0,fatalities
PER,2018,deaths,total,0,fatalities
PER,2018,deaths,per_event,NA,fatalities
PER,2018,affected,flood,0,affected_pop
PER,2018,affected,drought,0,affected_pop
PER,2018,affected,hurricane,0,affected_pop
PER,2018,affected,total,0,affected_pop
PER,2018,affected,per_event,NA,affected_pop
PER,2018,int_disp,flood,4263,internal_displacements
PER,2018,int_disp,hurricane,0,internal_displacements
PER,2018,int_disp,drought,0,internal_displacements
PER,2018,int_disp,total_pc100k,13.364648557708948,internal_displacements
SUR,2018,events,flood,0,event_count
SUR,2018,events,drought,0,event_count
SUR,2018,events,hurricane,0,event_count
SUR,2018,deaths,flood,0,fatalities
SUR,2018,deaths,drought,0,fatalities
SUR,2018,deaths,hurricane,0,fatalities
SUR,2018,deaths,total,0,fatalities
SUR,2018,deaths,per_event,NA,fatalities
SUR,2018,affected,flood,0,affected_pop
SUR,2018,affected,drought,0,affected_pop
SUR,2018,affected,hurricane,0,affected_pop
SUR,2018,affected,total,0,affected_pop
SUR,2018,affected,per_event,NA,affected_pop
SUR,2018,int_disp,flood,0,internal_displacements
SUR,2018,int_disp,hurricane,0,internal_displacements
SUR,2018,int_disp,drought,0,internal_displacements
SUR,2018,int_disp,total_pc100k,0,internal_displacements
URY,2018,events,flood,0,event_count
URY,2018,events,drought,1,event_count
URY,2018,events,hurricane,0,event_count
URY,2018,deaths,flood,0,fatalities
URY,2018,deaths,drought,0,fatalities
URY,2018,deaths,hurricane,0,fatalities
URY,2018,deaths,total,0,fatalities
URY,2018,deaths,per_event,0,fatalities
