iso,year,events_flood,events_drought,events_hurricane,deaths_flood,deaths_drought,deaths_hurricane,affected_flood,affected_drought,affected_hurricane,int_disp_flood,int_disp_hurricane,int_disp_drought,asylum_apps,gdp_pc_const,agri_va_pct,unemp_rate,remit_gdp_pct,population,gini_index,diaspora_US,diaspora_ESP,total_events,total_int_disp,asylum_apps_pc100k,int_disp_total_pc100k,deaths_total,affected_total,deaths_per_event,affected_per_event,any_drought_event,any_flood_event,any_hurricane_event,any_internal_disp,log_asylum_apps,log_int_disp_total,log_events_total,lag_asylum_apps,lag_int_disp_total,lag_total_events,lag_drought_events,lag_flood_events,lag_hurricane_events
CUB,2010,0,0,0,0,0,0,0,0,0,0,0,0,5863,6716.49048497058,3.61428926750404,2.5,NA,11297409,NA,NA,NA,0,0,51.89685528779209,0,0,0,NA,NA,0,0,0,0,8.676587243566487,0,0,3079,0,0,0,0,0
DOM,2010,2,0,1,7,0,0,35200,0,12000,0,0,0,531,5666.45633430206,5.87493178504912,5.212,7.22476560920223,9820175,47.3,NA,NA,3,0,5.4072356144366065,0,7,47200,2.3333333333333335,15733.333333333334,0,1,1,0,6.2766434893416445,0,1.3862943611198906,703,0,2,0,2,0
HTI,2010,3,0,1,44,0,21,22085,0,5020,0,72710,0,6834,1317.58389339746,20.2326950876929,15.252,12.4274041426186,9803294,NA,NA,NA,4,72710,69.71126235732602,741.6894770268034,65,27105,16.25,6776.25,0,1,1,1,8.82981174915805,11.194247958815929,1.6094379124341003,5586,9910,3,0,3,0
JAM,2010,0,0,1,0,0,15,0,0,2480,0,0,0,888,4998.66716716921,5.26899732039303,7.63,15.3279995086397,2748568,NA,NA,NA,1,0,32.30773260839826,0,15,2480,15,2480,0,0,1,0,6.790097235513905,0,0.6931471805599453,700,0,0,0,0,0
TTO,2010,0,1,0,0,0,0,0,0,0,0,0,0,109,17966.6620269257,0.52014610527508,4.033,0.410237050995271,1317714,NA,NA,NA,1,0,8.271901186448654,0,0,0,0,0,1,0,0,0,4.700480365792417,0,0.6931471805599453,181,0,0,0,0,0
BHS,2010,0,0,0,0,0,0,0,0,0,0,0,0,39,30657.531992584,1.09749043162674,14.432,0,367478,NA,NA,NA,0,0,10.612880226843512,0,0,0,NA,NA,0,0,0,0,3.6888794541139363,0,0,30,0,0,0,0,0
BRB,2010,0,1,1,0,0,0,0,0,2500,0,0,0,41,19763.952363572,1.79955226052762,10.69,1.57707230608174,275243,NA,NA,NA,2,0,14.895928325152683,0,0,2500,0,1250,1,0,1,0,3.7376696182833684,0,1.0986122886681098,46,0,0,0,0,0
GRD,2010,0,1,0,0,0,0,0,0,0,0,0,0,45,7670.71165827663,4.5130515818498,NA,4.72144479135532,111586,NA,NA,NA,1,0,40.327639668058715,0,0,0,0,0,1,0,0,0,3.828641396489095,0,0.6931471805599453,54,0,0,0,0,0
LCA,2010,1,1,1,0,0,14,2000,0,181000,0,0,0,502,10191.3146827694,2.69060872867551,17.12,2.11150736757089,170906,NA,NA,NA,3,0,293.7287163704024,0,14,183000,4.666666666666667,61000,1,1,1,0,6.220590170099739,0,1.3862943611198906,376,0,0,0,0,0
VCT,2010,0,1,1,0,0,0,0,0,6000,0,100,0,715,6671.2735357515,6.26506875121356,19.966,5.83424780316508,109959,NA,NA,NA,2,100,650.242363062596,90.94298784092253,0,6000,0,3000,1,0,1,1,6.573680166960646,4.61512051684126,1.0986122886681098,656,0,0,0,0,0
ATG,2010,0,0,1,0,0,0,0,0,5000,0,0,0,18,16135.397384487,1.21464881302167,NA,2.22777009731305,85320,NA,NA,NA,1,0,21.09704641350211,0,0,5000,0,5000,0,0,1,0,2.9444389791664403,0,0.6931471805599453,23,0,0,0,0,0
KNA,2010,0,0,0,0,0,0,0,0,0,0,0,0,17,17688.0690103409,1.26846576046116,NA,2.26941122778066,46846,NA,NA,NA,0,0,36.28911753404773,0,0,0,NA,NA,0,0,0,0,2.8903717578961645,0,0,10,0,0,0,0,0
ARG,2011,0,0,0,0,0,0,0,0,0,0,0,0,105,14040.6189124444,6.99873377022519,7.18,0.131541807279184,41730660,42.7,NA,NA,0,0,0.2516135618272033,0,0,0,NA,NA,0,0,0,0,4.663439094112067,0,0,83,0,0,0,0,0
BOL,2011,1,0,0,52,0,0,88825,0,0,10000,0,0,265,2568.5205166368,9.7695858816954,2.255,4.35249959614122,10348929,46.1,NA,NA,1,10000,2.560651445188193,96.62835642219596,52,88825,52,88825,0,1,0,1,5.583496308781699,9.210440366976517,0.6931471805599453,234,100000,2,1,1,0
BRA,2011,8,0,0,978,0,0,1185600,0,0,169500,0,0,593,9067.99316348047,4.34203412783304,7.578,0.122875010809796,195284734,52.9,NA,NA,8,169500,0.303659168770458,86.79633913422029,978,1185600,122.25,148200,0,1,0,1,6.386879319362645,12.040614105490253,2.1972245773362196,465,230497,4,1,3,0
CHL,2011,0,0,0,0,0,0,0,0,0,0,0,0,140,12252.8441074615,3.62618323583881,7.277,0.0282109379327787,17351816,46.9,NA,NA,0,0,0.8068319765493134,0,0,0,NA,NA,0,0,0,0,4.948759890378168,0,0,154,0,0,0,0,0
COL,2011,2,0,0,273,0,0,1487261,0,0,149000,0,0,21322,5517.1011086899,6.09169610822215,10.288,1.22439717479203,45259614,53.5,NA,NA,2,149000,47.110432713809715,329.2118222660936,273,1487261,136.5,743630.5,0,1,0,1,9.967541581326234,11.91170829631447,1.0986122886681098,32384,3000000,3,0,3,0
ECU,2011,1,0,0,0,0,0,3600,0,0,0,0,0,905,5359.45724615639,7.90853917487421,3.458,3.39373350415588,15326227,45.9,NA,NA,1,0,5.9049105823631605,0,0,3600,0,3600,0,1,0,0,6.80903930604298,0,0.6931471805599453,511,500,2,0,2,0
GUY,2011,0,0,0,0,0,0,0,0,0,0,0,0,257,5133.89539813637,25.6836014005978,11.819,11.1665425364523,746153,NA,NA,NA,0,0,34.44333802852766,0,0,0,NA,NA,0,0,0,0,5.552959584921617,0,0,151,0,1,1,0,0
PRY,2011,0,0,0,0,0,0,0,0,0,0,0,0,17,5342.19015717376,13.7962263457725,4.67,1.60168910920421,5814626,52.3,NA,NA,0,0,0.2923661814190629,0,0,0,NA,NA,0,0,0,0,2.8903717578961645,0,0,31,0,0,0,0,0
PER,2011,3,0,0,72,0,0,822838,0,0,1042,0,0,683,5453.45718713631,7.10011013658205,3.477,1.57017608748453,29304086,44.7,NA,NA,3,1042,2.3307329906143464,3.5558181203808914,72,822838,24,274279.3333333333,0,1,0,1,6.52795791762255,6.949856455000773,1.3862943611198906,1537,9000,1,0,1,0
SUR,2011,0,0,0,0,0,0,0,0,0,0,0,0,31,9003.28597674886,8.73235538333795,7.54,0.0880493207643258,556269,NA,NA,NA,0,0,5.5728433545640685,0,0,0,NA,NA,0,0,0,0,3.4657359027997265,0,0,16,0,0,0,0,0
URY,2011,0,0,0,0,0,0,0,0,0,0,0,0,41,15443.9961926395,8.82916199856249,6.307,0.255919432671405,3326825,42.2,NA,NA,0,0,1.2324062732485177,0,0,0,NA,NA,0,0,0,0,3.7376696182833684,0,0,42,0,0,0,0,0
VEN,2011,3,0,0,17,0,0,1668,0,0,0,0,0,1086,NA,5.01293006431094,6.902,0.0436043493161516,29185212,NA,NA,NA,3,0,3.7210625710034244,0,17,1668,5.666666666666667,556,0,1,0,0,6.99117688712121,0,1.3862943611198906,938,101684,2,0,1,1
BLZ,2011,0,0,0,0,0,0,0,0,0,0,0,0,45,5777.83112948952,8.88590897895515,8.43,4.12268705413652,327298,NA,NA,NA,0,0,13.748938276433098,0,0,0,NA,NA,0,0,0,0,3.828641396489095,0,0,39,0,1,0,0,1
CRI,2011,1,0,0,4,0,0,46695,0,0,2120,0,0,52,10612.4694861206,5.5998721220925,9.518,1.21652917890746,4609833,48.8,NA,NA,1,2120,1.128023509745364,45.988650781926374,4,46695,4,46695,0,1,0,1,3.970291913552122,7.659642954564682,0.6931471805599453,46,0,2,0,2,0
SLV,2011,1,0,0,35,0,0,300000,0,0,59854,0,0,5334,3514.069144355,7.33019190703113,4.297,17.96484307191,6090127,42.3,NA,NA,1,59854,87.5843804242506,982.8038068828449,35,300000,35,300000,0,1,0,1,8.582044163735853,10.99968024968547,0.6931471805599453,3810,15508,3,0,0,3
GTM,2011,3,0,1,59,0,5,534810,0,0,28792,0,0,4065,3621.37399426819,11.2587427520036,3.172,9.67029683304015,14792126,NA,NA,NA,4,28792,27.480836764100037,194.6440964605088,64,534810,16,133702.5,0,1,1,1,8.310414994188292,10.267887581025693,1.6094379124341003,2568,112000,4,0,1,3
HND,2011,1,0,0,33,0,0,69798,0,0,12061,0,0,2175,2144.56265540491,14.2196558016976,4.474,15.8698406825036,8540583,52.6,NA,NA,1,12061,25.466645543986868,141.21986754300028,33,69798,33,69798,0,1,0,1,7.685243607975833,9.397815294010933,0.6931471805599453,1659,7998,4,0,2,2
NIC,2011,1,0,0,17,0,0,143000,0,0,10278,0,0,456,1786.62863418308,18.8847883857771,6.618,9.34693285750421,5819051,NA,NA,NA,1,10278,7.836329325864304,176.62673862112567,17,143000,17,143000,0,1,0,1,6.124683390894205,9.237858258012922,0.6931471805599453,364,61000,4,0,2,2
PAN,2011,2,0,0,0,0,0,4000,0,0,0,0,0,11,11761.4988547604,3.27922461816528,4.03,1.03172691108868,3693505,51.3,NA,NA,2,0,0.29782009229715406,0,0,4000,0,2000,0,1,0,0,2.4849066497880004,0,1.0986122886681098,36,0,4,0,4,0
MEX,2011,3,1,5,77,0,43,440000,2500000,550450,261000,285795,0,9147,9575.93437796508,2.975694839292,5.175,1.96824777368886,115243504,NA,NA,NA,9,546795,7.937106806471278,474.4692594560471,120,3490450,13.333333333333334,387827.77777777775,1,1,1,1,9.121290555142672,13.21183106851622,2.302585092994046,5270,900300,6,0,2,4
CUB,2011,0,0,0,0,0,0,0,0,0,0,0,0,1979,6902.16397571139,3.60487027105378,3.18,NA,11301571,NA,NA,NA,0,0,17.510839864652446,0,0,0,NA,NA,0,0,0,0,7.590852123688581,0,0,5863,0,0,0,0,0
DOM,2011,1,0,2,4,0,7,11200,0,44000,4000,12900,0,692,5773.57403459156,5.4136207001604,6.087,7.31807975208052,9945621,47.7,NA,NA,3,16900,6.957836016473984,169.92402988209585,11,55200,3.6666666666666665,18400,0,1,1,1,6.541029999189903,9.735128070758227,1.3862943611198906,531,0,3,0,2,1
HTI,2011,2,0,2,36,0,3,4430,0,2500,0,500,0,8628,1369.16921255852,20.0431188990154,14.485,11.9255644590233,9914904,NA,NA,NA,4,500,87.02050972959496,5.042913173945003,39,6930,9.75,1732.5,0,1,1,1,9.062883902508307,6.2166061010848646,1.6094379124341003,6834,72710,4,0,3,1
JAM,2011,0,0,0,0,0,0,0,0,0,0,0,0,971,5063.19378701103,5.64728677796925,8.034,14.577058502549,2760494,NA,NA,NA,0,0,35.17486362948081,0,0,0,NA,NA,0,0,0,0,6.879355804460439,0,0,888,0,1,0,0,1
TTO,2011,0,0,0,0,0,0,0,0,0,0,0,0,173,17774.7712262777,0.456542570355529,3.425,0.636337414134119,1328019,NA,NA,NA,0,0,13.026922054579039,0,0,0,NA,NA,0,0,0,0,5.159055299214529,0,0,109,0,1,1,0,0
BHS,2011,0,0,1,0,0,0,0,0,10000,0,0,0,48,30492.7734015434,1.09230471329484,14.52,0,371729,NA,NA,NA,1,0,12.912632589870578,0,0,10000,0,10000,0,0,1,0,3.8918202981106265,0,0.6931471805599453,39,0,0,0,0,0
BRB,2011,0,0,0,0,0,0,0,0,0,0,0,0,71,19555.7321072204,1.6984861134879,11.19,2.75717331536964,276139,NA,NA,NA,0,0,25.711688678527842,0,0,0,NA,NA,0,0,0,0,4.276666119016055,0,0,41,0,2,1,0,1
GRD,2011,0,0,0,0,0,0,0,0,0,0,0,0,65,7695.37616017287,4.4473617869357,NA,4.76111367810679,112079,NA,NA,NA,0,0,57.99480723418303,0,0,0,NA,NA,0,0,0,0,4.189654742026425,0,0,45,0,1,1,0,0
LCA,2011,0,0,0,0,0,0,0,0,0,0,0,0,604,10576.8979743596,2.34543994710244,18.86,2.02905688740468,171801,NA,NA,NA,0,0,351.56954848924045,0,0,0,NA,NA,0,0,0,0,6.405228458030842,0,0,502,0,3,1,1,1
VCT,2011,1,0,0,0,0,0,275,0,0,0,0,0,692,6667.81702530981,6.33056361856909,20.049,6.0114254982473,109349,NA,NA,NA,1,0,632.8361484787241,0,0,275,0,275,0,1,0,0,6.541029999189903,0,0.6931471805599453,715,100,2,1,0,1
ATG,2011,0,0,0,0,0,0,0,0,0,0,0,0,31,15633.9091131821,1.41518526297013,NA,2.27570759512824,86332,NA,NA,NA,0,0,35.907890469350875,0,0,0,NA,NA,0,0,0,0,3.4657359027997265,0,0,18,0,1,0,0,1
KNA,2011,0,0,0,0,0,0,0,0,0,0,0,0,18,17958.6813977053,1.33469179826796,NA,2.13355695950922,46886,NA,NA,NA,0,0,38.39099091413215,0,0,0,NA,NA,0,0,0,0,2.9444389791664403,0,0,17,0,0,0,0,0
ARG,2012,1,0,0,6,0,0,10000,0,0,0,2000,0,117,13754.4254235596,5.7817442068501,7.217,0.105778682207302,42161721,41.4,NA,NA,1,2000,0.27750290364095903,4.7436393784779325,6,10000,6,10000,0,1,0,1,4.770684624465665,7.601402334583733,0.6931471805599453,105,0,0,0,0,0
BOL,2012,1,0,0,13,0,0,69085,0,0,9000,0,0,228,2657.23884915854,9.8121619148328,2.066,4.10025014391943,10515807,46.6,NA,NA,1,9000,2.1681645545605774,85.58544294318068,13,69085,13,69085,0,1,0,1,5.43372200355424,9.105090961257085,0.6931471805599453,265,10000,1,0,1,0
BRA,2012,2,1,0,3,0,0,290500,4000000,0,0,0,0,632,9167.49923929815,4.16832822439069,7.251,0.112933662857454,196876111,53.4,NA,NA,3,0,0.321014061477474,0,3,4290500,1,1430166.6666666667,1,1,0,0,6.450470422144176,0,1.3862943611198906,593,169500,8,0,8,0
CHL,2012,1,0,0,0,0,0,4300,0,0,300,0,0,80,12882.834417927,3.27493353961752,6.562,0.0269750395725642,17519119,NA,NA,NA,1,300,0.45664396708533117,1.7124148765699918,0,4300,0,4300,0,1,0,1,4.394449154672439,5.707110264748875,0.6931471805599453,140,0,0,0,0,0
COL,2012,3,0,0,77,0,0,73500,0,0,64000,0,0,17484,5675.75617978305,5.58268705354932,9.959,1.08410323361976,45715810,52.6,NA,NA,3,64000,38.24497476912254,139.9953320306476,77,73500,25.666666666666668,24500,0,1,0,1,9.769098649497476,11.06665398721974,1.3862943611198906,21322,149000,2,0,2,0
ECU,2012,1,0,0,29,0,0,71790,0,0,4796,0,0,1474,5579.85624282158,6.9994410899507304,3.235,2.82239084408483,15572194,46.1,NA,NA,1,4796,9.46558975568889,30.798486070748925,29,71790,29,71790,0,1,0,1,7.29641326877392,8.475746001502063,0.6931471805599453,905,0,1,0,1,0
GUY,2012,0,0,0,0,0,0,0,0,0,0,0,0,156,5403.79899428921,25.4400079005114,12.038,11.5493029844716,746288,NA,NA,NA,0,0,20.903458182363913,0,0,0,NA,NA,0,0,0,0,5.056245805348308,0,0,257,0,0,0,0,0
PRY,2012,1,1,0,0,0,0,78945,1391900,0,0,0,0,25,5230.26244858764,10.0422288967986,4.085,1.90581120158975,5897008,47.6,NA,NA,2,0,0.423943803366046,0,0,1470845,0,735422.5,1,1,0,0,3.258096538021482,0,1.0986122886681098,17,0,0,0,0,0
PER,2012,1,0,0,14,0,0,0,0,0,170619,0,0,678,5740.04346272472,6.72523424077649,3.238,1.44716031623881,29550366,44.4,NA,NA,1,170619,2.29438782585637,577.3837115926077,14,0,14,0,0,1,0,1,6.520621127558696,12.047194140462686,0.6931471805599453,683,1042,3,0,3,0
SUR,2012,0,0,0,0,0,0,0,0,0,0,0,0,77,9140.92898611536,8.38505537300718,8.1,0.161797003012048,562633,NA,NA,NA,0,0,13.685652992270272,0,0,0,NA,NA,0,0,0,0,4.356708826689592,0,0,31,0,0,0,0,0
URY,2012,0,0,0,0,0,0,0,0,0,0,0,0,20,15949.3176985435,8.12177248512393,6.451,0.168907169778097,3335401,39.9,NA,NA,0,0,0.5996280507201383,0,0,0,NA,NA,0,0,0,0,3.044522437723423,0,0,41,0,0,0,0,0
VEN,2012,1,0,0,0,0,0,11000,0,0,1000,0,0,953,NA,5.01636863410636,6.601,0.0309478780734656,29553826,NA,NA,NA,1,1000,3.224624791389108,3.383656654133377,0,11000,0,11000,0,1,0,1,6.860663671448287,6.90875477931522,0.6931471805599453,1086,0,3,0,3,0
BLZ,2012,0,0,0,0,0,0,0,0,0,0,0,0,39,5866.25148992843,10.4168848853043,8.379,3.97746133278844,334414,NA,NA,NA,0,0,11.662191176206738,0,0,0,NA,NA,0,0,0,0,3.6888794541139363,0,0,45,0,0,0,0,0
CRI,2012,1,0,0,6,0,0,9523,0,0,2000,0,0,32,11001.5192856643,5.13084191424833,9.11,1.19060562223795,4663934,48.4,NA,NA,1,2000,0.686116055673172,42.88225347957325,6,9523,6,9523,0,1,0,1,3.4965075614664802,7.601402334583733,0.6931471805599453,52,2120,1,0,1,0
SLV,2012,0,0,0,0,0,0,0,0,0,0,0,0,5586,3601.44222914588,6.5143562539307,3.843,18.3017912730119,6113975,41.8,NA,NA,0,0,91.36445602083751,0,0,0,NA,NA,0,0,0,0,8.628197749459149,0,0,5334,59854,1,0,1,0
GTM,2012,0,1,0,0,0,0,0,266485,0,0,0,0,4395,3655.57305351208,10.7227497533367,2.765,10.0118587523679,15089647,NA,NA,NA,1,0,29.125929851109174,0,0,266485,0,266485,1,0,0,0,8.388450315523512,0,0.6931471805599453,4065,28792,4,0,3,1
HND,2012,0,1,0,0,0,0,0,125000,0,0,0,0,2817,2188.39378817891,13.5662940347061,3.755,15.7614551051777,8715076,53.4,NA,NA,1,0,32.32329815597707,0,0,125000,0,125000,1,0,0,0,7.943782692458625,0,0.6931471805599453,2175,12061,1,0,1,0
NIC,2012,1,0,0,9,0,0,29500,0,0,0,0,0,358,1876.1759720149,17.6115834733674,5.208,9.64962340670105,5901287,NA,NA,NA,1,0,6.066473296418222,0,9,29500,9,29500,0,1,0,0,5.883322388488279,0,0.6931471805599453,456,10278,1,0,1,0
PAN,2012,2,0,0,6,0,0,9416,0,0,3400,0,0,28,12668.2945474105,3.12877687887502,3.691,0.987848675151762,3759256,51.7,NA,NA,2,3400,0.7448282319693046,90.44342816770127,6,9416,3,4708,0,1,0,1,3.367295829986474,8.131824785007195,1.0986122886681098,11,0,2,0,2,0
MEX,2012,0,0,2,0,0,19,0,0,87000,0,2500,0,11557,9782.51776268033,3.04872937185777,4.892,1.91669184919751,116818208,49.6,NA,NA,2,2500,9.893149533675436,2.14007734136788,19,87000,9.5,43500,0,0,1,1,9.355133116877724,7.824445930877619,1.0986122886681098,9147,546795,9,1,3,5
CUB,2012,1,0,2,2,0,12,2859,0,45496,0,351730,0,1569,7109.24834185635,3.85009775638835,3.46,NA,11303175,NA,NA,NA,3,351730,13.881055544128088,3111.7805395386695,14,48355,4.666666666666667,16118.333333333334,0,1,1,1,7.358830898342354,12.770621957881634,1.3862943611198906,1979,0,0,0,0,0
DOM,2012,2,0,2,0,0,8,3070,0,42515,22300,21083,0,1029,5860.29893321013,5.13892705786417,6.722,7.03762367197693,10070411,46.1,NA,NA,4,43383,10.21805366235797,430.7967172342817,8,45585,2,11396.25,0,1,1,1,6.937314081223682,10.677845988520897,1.6094379124341003,692,16900,3,0,1,2
HTI,2012,3,0,2,42,0,88,26465,0,176500,9100,76800,0,5546,1354.88546124499,19.4699035948555,14.1,11.7611409672879,10069771,41.1,NA,NA,5,85900,55.075731116427576,853.0481974217686,130,202965,26,40593,0,1,1,1,8.621012520055235,11.360950749348124,1.791759469228055,8628,500,4,0,2,2
JAM,2012,0,0,1,0,0,1,0,0,215850,0,2000,0,783,5010.45966015885,5.77144048591992,8.695,14.6425610153,2772430,NA,NA,NA,1,2000,28.242372214988297,72.1388817751936,1,215850,1,215850,0,0,1,1,6.664409020350408,7.601402334583733,0.6931471805599453,971,0,0,0,0,0
TTO,2012,0,0,0,0,0,0,0,0,0,0,0,0,133,18865.5467694986,0.623861527345923,3.718,0.511228746131578,1335194,NA,NA,NA,0,0,9.961099285946462,0,0,0,NA,NA,0,0,0,0,4.897839799950911,0,0,173,0,0,0,0,0
BHS,2012,0,0,1,0,0,1,0,0,0,0,0,0,36,31553.6206928091,1.07272116712063,14.02,0,375469,NA,NA,NA,1,0,9.58800859724771,0,1,0,1,0,0,0,1,0,3.6109179126442243,0,0.6931471805599453,48,0,1,0,0,1
BRB,2012,0,0,0,0,0,0,0,0,0,0,0,0,48,19438.2179113021,1.84899902916904,11.59,2.88963008242972,276938,NA,NA,NA,0,0,17.33239930959276,0,0,0,NA,NA,0,0,0,0,3.8918202981106265,0,0,71,0,0,0,0,0
GRD,2012,0,0,0,0,0,0,0,0,0,0,0,0,46,7559.5628483956,4.83219736257223,NA,4.75194384284841,112775,NA,NA,NA,0,0,40.78918199955664,0,0,0,NA,NA,0,0,0,0,3.8501476017100584,0,0,65,0,0,0,0,0
LCA,2012,0,0,0,0,0,0,0,0,0,0,0,0,447,10517.2777635533,2.36885770168429,19.06,2.01371018543667,172587,NA,NA,NA,0,0,258.9998087920875,0,0,0,NA,NA,0,0,0,0,6.104793232414985,0,0,604,0,0,0,0,0
VCT,2012,0,0,0,0,0,0,0,0,0,0,0,0,368,6783.80062180219,6.15236356773518,19.867,5.89469045137798,108736,NA,NA,NA,0,0,338.43437316068275,0,0,0,NA,NA,0,0,0,0,5.910796644040527,0,0,692,0,1,0,1,0
ATG,2012,0,0,0,0,0,0,0,0,0,0,0,0,37,15989.3900199779,1.37701946118754,NA,2.18690263078164,87260,NA,NA,NA,0,0,42.40201696080678,0,0,0,NA,NA,0,0,0,0,3.6375861597263857,0,0,31,0,0,0,0,0
KNA,2012,0,0,0,0,0,0,0,0,0,0,0,0,17,17770.4963640576,1.16601837961175,NA,2.29148883420139,47033,NA,NA,NA,0,0,36.14483447791976,0,0,0,NA,NA,0,0,0,0,2.8903717578961645,0,0,18,0,0,0,0,0
ARG,2013,1,0,0,52,0,0,350000,0,0,6300,0,0,69,13946.0950832252,6.05291843670451,7.1,0.0969166746867399,42582455,41.1,NA,NA,1,6300,0.16203856729256216,14.794825709320893,52,350000,52,350000,0,1,0,1,4.248495242049359,8.748463629942055,0.6931471805599453,117,2000,1,0,1,0
BOL,2013,2,1,0,99,0,0,483995,340355,0,2709,0,0,205,2793.51457098675,9.9669794768463,2.437,3.91834762999268,10682608,47.6,NA,NA,3,2709,1.9190070439727827,25.358976010352528,99,824350,33,274783.3333333333,1,1,0,1,5.327876168789581,7.904703913873747,1.3862943611198906,228,9000,1,0,1,0
BRA,2013,5,0,0,119,0,0,204066,0,0,82255,0,0,443,9366.73932434359,4.50688618256533,7.071,0.109901876363478,198478299,52.7,NA,NA,5,82255,0.2231982046561171,41.44281788710815,119,204066,23.8,40813.2,0,1,0,1,6.095824562432225,11.317591614295285,1.791759469228055,632,0,3,1,2,0
CHL,2013,0,0,0,0,0,0,0,0,0,0,0,0,71,13182.7329619856,3.47337532789926,6.074,0.0256342544301111,17687006,46.8,NA,NA,0,0,0.4014246390824993,0,0,0,NA,NA,0,0,0,0,4.276666119016055,0,0,80,300,1,0,1,0
COL,2013,1,0,0,7,0,0,51781,0,0,3871,2230,0,14924,5910.80592301166,5.39271495449472,9.246,1.16459175184649,46151584,52.6,NA,NA,1,6101,32.33691827348765,13.219481264175029,7,51781,7,51781,0,1,0,1,9.610792938260802,8.716371865276615,0.6931471805599453,17484,64000,3,0,3,0
ECU,2013,1,1,0,0,0,0,25567,3165,0,7340,0,0,1934,5893.32172683036,6.96320880489033,3.083,2.54612673206732,15807128,46.9,NA,NA,2,7340,12.234986646530603,46.43474766573662,0,28732,0,14366,1,1,0,1,7.5678626054638825,8.901230352110781,1.0986122886681098,1474,4796,1,0,1,0
GUY,2013,0,0,0,0,0,0,0,0,0,0,0,0,109,5573.3421790463,25.6475733667273,12.303,7.87352045123642,750021,NA,NA,NA,0,0,14.532926411393815,0,0,0,NA,NA,0,0,0,0,4.700480365792417,0,0,156,0,0,0,0,0
PRY,2013,1,1,0,0,0,0,61400,75000,0,28000,0,0,19,5583.12274473463,12.8648395783659,4.385,1.61886190670116,5982445,47.9,NA,NA,2,28000,0.3175958993354724,468.03606217859084,0,136400,0,68200,1,1,0,1,2.995732273553991,10.239995502805316,1.0986122886681098,25,0,2,1,1,0
PER,2013,2,0,0,68,0,0,180734,0,0,16804,5453,0,509,6021.46142765232,6.66831016491401,3.575,1.34571347079517,29817919,43.9,NA,NA,2,22257,1.7070272409016873,74.64303595431996,68,180734,34,90367,0,1,0,1,6.234410725718371,10.01045677353337,1.0986122886681098,678,170619,1,0,1,0
SUR,2013,0,0,0,0,0,0,0,0,0,300,0,0,40,9303.46008775809,8.48595489076026,6.6,0.13591182980513,569020,NA,NA,NA,0,300,7.029629889986293,52.72222417489719,0,0,NA,NA,0,0,0,1,3.713572066704308,5.707110264748875,0,77,0,0,0,0,0
URY,2013,0,0,0,0,0,0,0,0,0,0,1000,0,8,16639.4054750651,7.61620062705491,6.444,0.161154729026498,3345337,40.5,NA,NA,0,1000,0.2391388371335982,29.892354641699775,0,0,NA,NA,0,0,0,1,2.1972245773362196,6.90875477931522,0,20,0,0,0,0,0
VEN,2013,0,0,0,0,0,0,0,0,0,0,0,0,1147,NA,4.90255007324048,7.54,0.0323445444562109,29912198,NA,NA,NA,0,0,3.834556056362023,0,0,0,NA,NA,0,0,0,0,7.045776576879511,0,0,953,1000,1,0,1,0
BLZ,2013,0,0,0,0,0,0,0,0,0,0,126,0,43,5998.17830945783,10.0922395769278,8.349,3.66015055320156,341627,NA,NA,NA,0,126,12.58682715359149,36.882330729128554,0,0,NA,NA,0,0,0,1,3.784189633918261,4.844187086458591,0,39,0,0,0,0,0
CRI,2013,0,0,0,0,0,0,0,0,0,45,0,0,488,11151.1437869836,4.78335093285463,8.218,1.17056543174843,4716147,49.2,NA,NA,0,45,10.347429798095776,0.9541687313817826,0,0,NA,NA,0,0,0,1,6.192362489474872,3.828641396489095,0,32,2000,1,0,1,0
SLV,2013,0,0,0,0,0,0,0,0,0,0,0,0,6588,3665.1547327058,5.61330655869503,3.693,18.0368594542296,6138839,43.4,NA,NA,0,0,107.31670923443342,0,0,0,NA,NA,0,0,0,0,8.793156870913819,0,0,5586,0,0,0,0,0
GTM,2013,0,0,0,0,0,0,0,0,0,0,0,0,5067,3717.30452279907,10.356221215862501,3.017,10.0077042938905,15387337,NA,NA,NA,0,0,32.929674575919144,0,0,0,NA,NA,0,0,0,0,8.53070154144103,0,0,4395,0,1,1,0,0
HND,2013,0,0,0,0,0,0,0,0,0,0,0,0,4006,2205.40126728067,12.1911279403961,5.646,16.7474848196543,8889278,50,NA,NA,0,0,45.06552725654434,0,0,0,NA,NA,0,0,0,0,8.295798110636145,0,0,2817,0,1,1,0,0
NIC,2013,1,0,0,27,0,0,14149,0,0,161,0,0,394,1941.45628552626,16.4909112111851,5.28,9.84522586626409,5983845,NA,NA,NA,1,161,6.584395150609684,2.690577713827815,27,14149,27,14149,0,1,0,1,5.978885764901122,5.087596335232384,0.6931471805599453,358,0,1,0,1,0
PAN,2013,0,1,0,0,0,0,0,0,0,105,1612,0,16,13236.8306754449,3.05395074897129,3.674,0.982758143103835,3825329,51.5,NA,NA,1,1717,0.4182646773650057,44.885028189732175,0,0,0,0,1,0,0,1,2.833213344056216,7.4489161025442,0.6931471805599453,28,3400,2,0,2,0
